Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LogPPi	TargEntropy	Alpha	LossPi	LossQ1	LossQ2	LossAlpha	Time
79	0.9310345	0.2533955	1.0	0.0	1.0	0.0	1.0	1.0	2.8850574	3.2	19750	0.8126195	0.21883385	1.858303	-0.4952472	0.81259596	0.21942379	1.9488025	-0.41126597	5.862454	-6.0	0.0017542762	-0.832028	0.0026257152	0.002440515	-0.8707048	24115.757954597473
80	1.0	0.0	1.0	1.0	0.8	0.40000004	1.0	0.0	3.1125	2.6	20000	0.8147363	0.21915215	1.7201511	-0.8970172	0.814788	0.21888775	1.7065145	-0.4758441	6.110324	-6.0	0.001785004	-0.8359059	0.0026179971	0.0025409656	0.7011987	24436.75769662857
81	0.9302326	0.2547547	1.0	0.0	1.0	0.0	1.0	1.0	2.9186046	3.4	20250	0.8145101	0.21956381	1.6332227	-0.4775377	0.8144571	0.21973719	1.6515727	-0.43552932	5.9734793	-6.0	0.0018147203	-0.83558875	0.0025788306	0.0025051306	-0.16697897	24738.397703886032
82	0.9102564	0.28581402	1.0	0.0	1.0	0.0	1.0	1.0	3.2051282	2.0	20500	0.8139133	0.22177416	1.5600189	-0.48670816	0.813944	0.22261149	1.5877287	-0.3599945	6.055123	-6.0	0.0018601249	-0.8369174	0.0023963794	0.0022542581	0.34806532	25034.141455173492
83	0.9347826	0.24690907	1.0	0.0	1.0	0.0	1.0	1.0	2.7065217	3.4	20750	0.812725	0.22121735	1.5899347	-0.4082422	0.8128231	0.22075756	1.6033337	-0.42716485	6.0135884	-6.0	0.0018798923	-0.8359408	0.0024361606	0.002476137	0.08624658	25344.830180883408
84	0.90123457	0.29834682	1.0	0.0	1.0	0.0	1.0	1.0	3.074074	4.6	21000	0.8150311	0.21792144	1.6953989	-0.4343713	0.81486905	0.2184374	1.7479349	-0.40427345	5.967547	-6.0	0.0018950062	-0.83576745	0.0026277218	0.002474208	-0.20293353	25646.398941755295
85	0.9166667	0.27638537	1.0	0.0	1.0	0.0	1.0	1.0	2.59375	1.6	21250	0.81769174	0.21793416	1.85662	-0.5050323	0.81771666	0.21787061	1.880964	-0.46515578	5.980942	-6.0	0.0018680146	-0.83841896	0.0025572483	0.002501927	-0.11922867	25982.885085582733
86	0.9247312	0.26382464	1.0	0.0	1.0	0.0	1.0	1.0	2.6989248	2.4	21500	0.81830585	0.2175386	1.9815009	-0.4803702	0.81818384	0.2177986	1.9146671	-0.51919925	5.9492583	-6.0	0.001770781	-0.83745664	0.002492123	0.0024220238	-0.32070348	26295.419270038605
87	0.98717946	0.112499565	1.0	0.0	1.0	0.0	1.0	1.0	3.2051282	2.2	21750	0.81889784	0.21550189	1.9297279	-0.50843203	0.81899244	0.21692954	1.8701104	-0.7031688	6.1203823	-6.0	0.0018271644	-0.8397615	0.0024798443	0.0023422414	0.76009506	26583.876508951187
88	0.9259259	0.2618914	1.0	0.0	1.0	0.0	1.0	1.0	3.1111112	2.6	22000	0.821739	0.21215764	1.8328019	-0.6235454	0.82164675	0.21177414	1.9155184	-0.42096612	5.9220467	-6.0	0.0018911524	-0.84076834	0.002523469	0.0024711061	-0.48908332	26879.844507217407
89	0.9587629	0.19883817	1.0	0.0	0.8	0.40000004	1.0	0.0	2.5670104	2.2	22250	0.8205704	0.21524933	1.3948604	-0.47233003	0.8206568	0.21465234	1.4145664	-0.5247898	5.995311	-6.0	0.001772181	-0.84216774	0.002437162	0.002439833	-0.028656708	27193.076151371002
90	0.9518072	0.21417333	1.0	0.0	0.8	0.40000004	1.0	0.0	2.9638555	1.8	22500	0.82260036	0.21606903	1.6802015	-0.5736335	0.8224866	0.21647775	1.583847	-0.51405424	5.9593186	-6.0	0.0017975847	-0.8429739	0.0023326392	0.0024229754	-0.2564001	27512.132376670837
91	0.9876543	0.11042311	1.0	0.0	1.0	0.0	1.0	1.0	3.1234567	3.0	22750	0.81862575	0.21772583	1.4554553	-0.35259217	0.81871814	0.21824984	1.672815	-0.47427517	6.045642	-6.0	0.0018203525	-0.8418028	0.0023869285	0.002203578	0.29008654	27808.084148406982
92	0.9350649	0.24641125	1.0	0.0	1.0	0.0	1.0	1.0	3.2077923	3.4	23000	0.82417333	0.2148617	1.7956715	-0.497805	0.82406163	0.21614085	1.787481	-0.5014341	6.065824	-6.0	0.001894802	-0.84559387	0.002286776	0.0021588774	0.41470343	28101.884541749954
93	0.9247312	0.2638246	1.0	0.0	1.0	0.0	1.0	1.0	2.7096775	3.4	23250	0.8271997	0.20894092	1.8657533	-0.42475387	0.82721645	0.20869648	1.8666438	-0.4726083	6.0217395	-6.0	0.0018849568	-0.8465717	0.002310118	0.0023333353	0.13646878	28417.476412773132
94	0.98888886	0.104822	1.0	0.0	1.0	0.0	1.0	1.0	2.7777777	2.6	23500	0.82468265	0.21306705	1.8590504	-0.4078247	0.824786	0.21326907	1.8801181	-0.5594889	6.0717363	-6.0	0.0020362018	-0.8454786	0.0021716824	0.001994535	0.4486646	28727.555621147156
95	0.95652175	0.20393112	1.0	0.0	1.0	0.0	1.0	1.0	2.7391305	3.6	23750	0.8246351	0.2141087	1.5987215	-0.49933374	0.82459456	0.21420644	1.5816838	-0.4300471	5.957719	-6.0	0.0020214764	-0.8474248	0.0022462339	0.002047957	-0.2615975	29063.29053211212
96	0.9032258	0.29565004	1.0	0.0	0.8	0.4	1.0	0.0	2.655914	3.8	24000	0.82661635	0.20962468	1.9334464	-0.3549081	0.8267053	0.21111476	1.9354686	-0.48953372	6.0088573	-6.0	0.0019823106	-0.84679335	0.0021954766	0.001989332	0.055990767	29380.945303201675
97	0.95	0.21794495	1.0	0.0	0.8	0.4	1.0	0.0	2.53	1.6	24250	0.82672566	0.20941879	1.6104782	-0.48498523	0.8268676	0.20961124	1.73887	-0.53480023	5.852198	-6.0	0.0019185209	-0.8451022	0.002280323	0.0021329646	-0.92638355	29696.27290058136
98	0.9583333	0.1998263	1.0	0.0	0.8	0.40000004	1.0	0.0	2.6041667	1.8	24500	0.82546055	0.21275736	1.5949678	-0.45137322	0.82540995	0.21282965	1.6038116	-0.4918072	6.1167727	-6.0	0.0018341793	-0.847568	0.0024417306	0.002288871	0.735002	30008.29690361023
99	0.9101124	0.28602073	1.0	0.0	1.0	0.0	1.0	1.0	2.8089888	1.8	24750	0.83261037	0.20527565	1.5983144	-0.53245234	0.83268845	0.2067549	1.6893666	-0.6622326	5.998992	-6.0	0.001970963	-0.8514437	0.0021756873	0.0021891738	-0.0055784606	30311.01633453369
100	0.9375	0.24206147	1.0	0.0	1.0	0.0	1.0	1.0	2.6145833	2.2	25000	0.8293873	0.20983967	1.9189086	-0.5775151	0.8292836	0.20910966	1.842654	-0.54184216	6.0313745	-6.0	0.0019425338	-0.8487338	0.0021102903	0.0023059978	0.19615375	30645.870752811432
