Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	PiEntropy	TargEntropy	Alpha	LossPi	LossQ1	LossQ2	LossAlpha	Time
85	0.9782609	0.14583053	1.0	0.0	0.95	0.21794493	1.0	0.0	5.3913045	6.7	21250	0.32573506	0.33122692	1.4876121	-0.0992765	0.32573584	0.33126584	1.4944634	-0.09104392	0.1617139	0.16094379	0.009234872	-0.3564283	0.0005319679	0.00053641794	-0.0035901961	845.093010187149
86	0.92105263	0.2696566	1.0	0.0	0.85	0.35707143	1.0	0.0	6.5	6.45	21500	0.32889593	0.33361116	1.4292068	-0.12201765	0.32891235	0.33344477	1.412192	-0.124987856	0.15828563	0.16094379	0.00920162	-0.35934448	0.0006114285	0.0006077218	0.012481037	854.8863854408264
87	0.9583333	0.19982632	1.0	0.0	0.9	0.29999998	1.0	0.0	5.2916665	5.35	21750	0.32869762	0.33168307	1.5152957	-0.10047346	0.32873338	0.33181778	1.4915788	-0.11381015	0.15589643	0.16094379	0.009630835	-0.35977557	0.0004580787	0.00046315303	0.023473565	864.6068735122681
88	0.9787234	0.1443049	1.0	0.0	1.0	0.0	1.0	1.0	5.255319	6.65	22000	0.32806566	0.33171794	1.4588869	-0.10874538	0.3280516	0.33163324	1.4929596	-0.12628886	0.15333924	0.16094379	0.0103508225	-0.360065	0.0005359865	0.0005430367	0.034852263	874.4621405601501
89	0.9302326	0.2547547	1.0	0.0	0.95	0.21794493	1.0	0.0	5.883721	6.95	22250	0.32328492	0.328304	1.4595201	-0.09728499	0.32330528	0.3283685	1.4745458	-0.12144441	0.1654958	0.16094379	0.010516646	-0.3543697	0.00051890005	0.00051695656	-0.020738712	884.2914803028107
90	0.9756098	0.15425743	1.0	0.0	0.9	0.29999998	1.0	0.0	6.0487804	6.4	22500	0.32860783	0.3295566	1.4968398	-0.12183255	0.32859212	0.32966483	1.4852977	-0.16498366	0.16223603	0.16094379	0.010085439	-0.35990626	0.0005373561	0.0005244072	-0.0058979928	894.0296890735626
91	1.0	0.0	1.0	1.0	0.95	0.21794493	1.0	0.0	6.0238094	4.45	22750	0.3304744	0.33193892	1.1261742	-0.09714204	0.33045137	0.3320067	1.129822	-0.11935051	0.16695938	0.16094379	0.009785947	-0.36110553	0.00049190916	0.00048725455	-0.02783397	903.4465847015381
92	0.9347826	0.24690908	1.0	0.0	0.95	0.21794493	1.0	0.0	5.4347825	5.4	23000	0.3309926	0.3334483	1.2191123	-0.21271718	0.3309743	0.33334088	1.2107857	-0.11599973	0.1624357	0.16094379	0.009412023	-0.36198974	0.0005209056	0.00052575534	-0.0069375867	913.0374090671539
93	0.9375	0.24206147	1.0	0.0	0.85	0.35707143	1.0	0.0	5.1666665	4.6	23250	0.32963654	0.33024722	1.2950393	-0.12091768	0.32964176	0.33021808	1.2688483	-0.09639288	0.16343741	0.16094379	0.009268371	-0.3587102	0.0005454443	0.0005421524	-0.011657469	922.5520684719086
94	0.9183673	0.27380425	1.0	0.0	0.95	0.21794493	1.0	0.0	5.020408	4.75	23500	0.3274834	0.33154604	1.2285928	-0.13223423	0.32749334	0.3315991	1.2403595	-0.106542245	0.16249472	0.16094379	0.009023789	-0.35744685	0.00055158784	0.00052831124	-0.007280981	932.1234381198883
95	0.8888889	0.3142697	1.0	0.0	0.95	0.21794495	1.0	0.0	5.6222224	4.65	23750	0.32995477	0.33230954	1.4115746	-0.11479665	0.3299412	0.332293	1.435311	-0.12560782	0.16212091	0.16094379	0.008784077	-0.3597118	0.0005196466	0.00051522884	-0.0055334503	941.6244125366211
96	0.95555556	0.2060804	1.0	0.0	1.0	0.0	1.0	1.0	5.4888887	4.85	24000	0.33467358	0.3325398	1.2016128	-0.23434107	0.33468023	0.33250278	1.181862	-0.11900623	0.15876335	0.16094379	0.008888086	-0.3634071	0.0005785538	0.00057239435	0.01031422	951.2109899520874
97	0.93877554	0.23974162	1.0	0.0	0.9	0.29999998	1.0	0.0	5.2040815	5.25	24250	0.33599335	0.33422804	1.4732087	-0.12368801	0.3360056	0.33424008	1.4745593	-0.14096297	0.16038133	0.16094379	0.008983658	-0.36513507	0.0004639651	0.0004625284	0.0026703768	960.9045479297638
98	0.9782609	0.14583053	1.0	0.0	0.95	0.21794493	1.0	0.0	5.0	6.45	24500	0.33338037	0.3328483	1.4233713	-0.13546984	0.3333982	0.33276376	1.4800289	-0.18965061	0.16033405	0.16094379	0.009050305	-0.36204895	0.00048112773	0.0004883945	0.002890447	970.6083288192749
99	0.9347826	0.24690908	1.0	0.0	0.9	0.29999998	1.0	0.0	5.869565	6.45	24750	0.3355378	0.33301097	1.3529394	-0.115588665	0.33550134	0.333102	1.3385539	-0.101104274	0.16445315	0.16094379	0.008990316	-0.36455044	0.0005328386	0.0005291041	-0.016520046	980.5507171154022
