Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LogPPi	TargEntropy	Alpha	LossPi	LossQ1	LossQ2	LossAlpha	Time
87	0.9934211	0.080843456	1.0	0.0	1.0	0.0	1.0	1.0	1.6447369	1.65	21750	0.90510243	0.14352739	1.0969286	-0.4035135	0.90510327	0.14372556	1.1104766	-0.27374837	6.1249323	-6.0	0.0006362337	-0.93578005	0.00066228735	0.0005855584	0.91943693	1253.0193667411804
88	0.99319726	0.08219759	1.0	0.0	1.0	0.0	1.0	1.0	1.7006803	1.75	22000	0.9082747	0.13485329	1.1604829	-0.26098764	0.9082363	0.1355263	1.0644982	-0.19473112	5.881382	-6.0	0.00064023625	-0.93714553	0.0005279447	0.0004550423	-0.8704153	1265.505892753601
89	0.9931507	0.082476676	1.0	0.0	1.0	0.0	1.0	1.0	1.7123288	1.55	22250	0.9068705	0.1425197	1.0758346	-0.24004579	0.9068991	0.1427135	1.1085669	-0.48562974	5.9110193	-6.0	0.00060599187	-0.93543154	0.0007904364	0.00077929726	-0.660942	1277.941736459732
90	0.99333334	0.081377044	1.0	0.0	1.0	0.0	1.0	1.0	1.66	1.8	22500	0.9086251	0.13778795	1.1134536	-0.34500095	0.90865254	0.1401869	1.0936173	-0.3598438	6.110711	-6.0	0.00058784697	-0.93480855	0.00097033544	0.00060424686	0.8250834	1291.627257347107
91	0.9875776	0.11076121	1.0	0.0	1.0	0.0	1.0	1.0	1.552795	1.5	22750	0.9047056	0.14309967	1.1020021	-0.29785535	0.90473485	0.14214312	1.0731274	-0.29591694	5.920687	-6.0	0.00060197606	-0.9331295	0.00075309625	0.000845366	-0.58762926	1304.5012018680573
92	0.9872612	0.11214534	1.0	0.0	1.0	0.0	1.0	1.0	1.5987262	1.5	23000	0.9074006	0.14025976	1.0925022	-0.44840813	0.90741825	0.13955736	1.1229898	-0.21561247	5.995534	-6.0	0.00056449085	-0.9365485	0.00065452326	0.0007523747	-0.032576445	1317.0660886764526
93	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.537037	1.7	23250	0.9102426	0.13936666	1.2728206	-0.18357775	0.91028	0.13859542	1.0782626	-0.30455032	5.919316	-6.0	0.00057004095	-0.9400523	0.0006120721	0.000681303	-0.6048137	1330.321877002716
94	0.98125	0.13564083	1.0	0.0	1.0	0.0	1.0	1.0	1.5625	1.5	23500	0.910457	0.13891299	1.106911	-0.34003198	0.91033757	0.13883902	1.0818453	-0.30190524	6.040916	-6.0	0.0005352555	-0.9379506	0.0007460828	0.0008544333	0.30875438	1342.9242579936981
95	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.6513158	1.25	23750	0.91045326	0.1405025	1.0665175	-0.37116632	0.9105379	0.13975866	1.0768752	-0.4850363	6.137795	-6.0	0.00060393335	-0.93827605	0.00057387055	0.0006717861	1.0263257	1355.1855561733246
96	0.9751553	0.15565173	1.0	0.0	1.0	0.0	1.0	1.0	1.552795	1.35	24000	0.91131896	0.13476902	1.080092	-0.22691634	0.9113581	0.13499598	1.118298	-0.20485675	5.9520955	-6.0	0.00060764444	-0.9368135	0.00088157237	0.0008256029	-0.3522935	1367.886041879654
97	0.9875776	0.11076121	1.0	0.0	1.0	0.0	1.0	1.0	1.552795	1.4	24250	0.90735346	0.14624181	1.0901384	-0.25885394	0.9074064	0.14657712	1.1141245	-0.27677792	5.959376	-6.0	0.0005965833	-0.93593276	0.000941613	0.000876824	-0.3012336	1380.3170444965363
98	0.9874214	0.11144683	1.0	0.0	1.0	0.0	1.0	1.0	1.572327	1.85	24500	0.9106887	0.13943207	1.1677554	-0.18345025	0.91062665	0.13972472	1.1226035	-0.18115652	5.9592032	-6.0	0.0005689725	-0.9372045	0.000576925	0.00055971777	-0.30363005	1392.703147649765
99	0.993865	0.0780854	1.0	0.0	1.0	0.0	1.0	1.0	1.5337423	1.65	24750	0.9116023	0.13844387	1.1600956	-0.21947455	0.91162854	0.13672341	1.1120102	-0.24260253	6.002963	-6.0	0.00055097445	-0.93802357	0.0006589205	0.00083973655	0.023123978	1405.2115874290466
